"","player_name","id","season","plays","exp_speed","avg_speed","avg_soe","forty","combine_season","twenty","ten","combine_weight","position","speed_score","speed_perc","speed_rank","adj_forty"
"147","Vernon Hargreaves III",10645,2020,5,3.15387244224548,3.26640508264051,0.112532640395028,4.5,2016,2.62,1.58,204,"CB",0.0220588235294118,52.3,147,4.4954132231405
"148","Quinton Dunbar",10073,2018,11,2.478916850957,2.59129392271884,0.112377071761838,4.48,2015,2.56,1.54,201,"WR",0.0222885572139303,52.3,148,4.4954132231405
"149","Greg Mabin",12068,2020,5,3.25308027267456,3.3645456001331,0.111465327458538,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,52.3,149,4.4954132231405
"150","Janoris Jenkins",7043,2018,18,2.75342267751694,2.85372563888909,0.100302961372152,4.4954132231405,2012,2.58,1.55,193,"CB",NA,51.7,150,4.4954132231405
"151","Byron Jones",2667,2020,9,3.26373669836256,3.36185660006042,0.0981199016978573,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,51.6,151,4.4954132231405
"152","Byron Jones",9460,2020,9,3.26373669836256,3.36185660006042,0.0981199016978573,4.49,2015,2.6,1.57,199,"CB",0.0225628140703518,51.6,152,4.4954132231405
"153","LeShaun Sims",10791,2019,6,3.33667854468028,3.43094145072253,0.0942629060422526,4.53,2016,2.68,1.64,203,"CB",0.0223152709359606,51.4,153,4.4954132231405
"154","Emmanuel Moseley",50430,2020,9,3.3483067618476,3.44219865625094,0.0938918944033336,4.46,2018,2.67,1.57,190,"CB",0.0234736842105263,51.4,154,4.4954132231405
"155","Patrick Peterson",6157,2018,12,3.36448339621226,3.44188036437838,0.0773969681661232,4.31,2011,2.58,1.57,219,"CB",0.0196803652968037,50.5,155,4.4954132231405
"156","Patrick Peterson",139442,2018,12,3.36448339621226,3.44188036437838,0.0773969681661232,4.4954132231405,NA,2.63671171171171,1.58306306306306,NA,NA,NA,50.5,156,4.4954132231405
"157","Levi Wallace",25445,2019,17,3.34939147444332,3.42661371634261,0.0772222418992907,4.63,2018,2.57,1.67,179,"CB",0.0258659217877095,50.5,157,4.4954132231405
"158","B.W. Webb",7896,2019,10,3.39798218607903,3.47501790420646,0.0770357181274361,4.51,2013,2.63,1.59,184,"CB",0.0245108695652174,50.5,158,4.4954132231405
"159","Lamarcus Joyner",8676,2018,5,2.61150364875794,2.68336522792947,0.0718615791715352,4.55,2014,2.68,1.59,184,"CB",0.0247282608695652,50.3,159,4.4954132231405
"160","Marcus Peters",9451,2019,9,3.13761936293708,3.20902164939506,0.0714022864579812,4.53,2015,2.66,1.6,197,"CB",0.022994923857868,50.2,160,4.4954132231405
"161","Blessuan Austin",50434,2019,4,3.53451061248779,3.60201572687242,0.0675051143846245,4.69,2019,2.63671171171171,1.58306306306306,198,"CB",0.0236868686868687,50,161,4.4954132231405
"162","Sam Shields",5943,2018,8,3.07372513413429,3.13839531642342,0.0646701822891283,4.34,2010,2.57,1.62,184,"CB",0.0235869565217391,49.9,162,4.4954132231405
